date,PriceUSD
2016-01-16,1.21179
2016-01-17,1.31094
2016-01-18,1.46624
2016-01-19,1.35305
2016-01-20,1.45662
2016-01-21,1.49593
2016-01-22,1.52
2016-01-23,2.01225
2016-01-24,2.10138
2016-01-25,2.53372
2016-01-26,2.38059
2016-01-27,2.40131
2016-01-28,2.54645
2016-01-29,2.48764
2016-01-30,2.44067
2016-01-31,2.24267
2016-02-01,2.1674
2016-02-02,2.44653
2016-02-03,2.53
2016-02-04,2.55007
2016-02-05,2.56451
2016-02-06,2.54902
2016-02-07,2.89807
2016-02-08,3.18377
2016-02-09,3.89348
2016-02-10,4.37768
2016-02-11,5.87194
2016-02-12,5.4704
2016-02-13,5.21879
2016-02-14,5.15584
2016-02-15,5.15269
2016-02-16,4.26237
2016-02-17,3.81098
2016-02-18,4.36683
2016-02-19,4.58564
2016-02-20,4.35049
2016-02-21,4.62443
2016-02-22,5.59371
2016-02-23,5.60994
2016-02-24,6.23428
2016-02-25,6.07227
2016-02-26,5.87555
2016-02-27,6.31073
2016-02-28,6.49884
2016-02-29,6.33325
2016-03-01,7.52638
2016-03-02,8.51879
2016-03-03,9.28491
2016-03-04,9.9787
2016-03-05,10.751
2016-03-06,10.9844
2016-03-07,9.47688
2016-03-08,9.77285
2016-03-09,11.8171
2016-03-10,11.1657
2016-03-11,11.1229
2016-03-12,13.2837
2016-03-13,14.3401
2016-03-14,12.3114
2016-03-15,13.0423
2016-03-16,12.7028
2016-03-17,11.0503
2016-03-18,10.8461
2016-03-19,10.5016
2016-03-20,10.2406
2016-03-21,11.8348
2016-03-22,11.296
2016-03-23,12.4052
2016-03-24,11.1678
2016-03-25,10.6561
2016-03-26,11.0021
2016-03-27,10.3864
2016-03-28,11.6568
2016-03-29,11.689
2016-03-30,11.8663
2016-03-31,11.3805
2016-04-01,11.6347
2016-04-02,11.6253
2016-04-03,11.6097
2016-04-04,11.1254
2016-04-05,10.4364
2016-04-06,10.7241
2016-04-07,10.0923
2016-04-08,9.71449
2016-04-09,9.10883
2016-04-10,8.87182
2016-04-11,8.69526
2016-04-12,7.49496
2016-04-13,8.04542
2016-04-14,8.45584
2016-04-15,8.21057
2016-04-16,8.57401
2016-04-17,9.3385
2016-04-18,8.98709
2016-04-19,8.74755
2016-04-20,8.50509
2016-04-21,8.15182
2016-04-22,7.90674
2016-04-23,8.41248
2016-04-24,8.00785
2016-04-25,7.51965
2016-04-26,7.43244
2016-04-27,7.79293
2016-04-28,7.25402
2016-04-29,7.44984
2016-04-30,8.81712
2016-05-01,8.77975
2016-05-02,10.0713
2016-05-03,9.36255
2016-05-04,9.37736
2016-05-05,9.76752
2016-05-06,9.37614
2016-05-07,9.38955
2016-05-08,9.50256
2016-05-09,9.35557
2016-05-10,9.39207
2016-05-11,9.93194
2016-05-12,10.0866
2016-05-13,10.602
2016-05-14,10.2317
2016-05-15,9.98071
2016-05-16,11.1142
2016-05-17,12.1861
2016-05-18,13.3669
2016-05-19,14.4955
2016-05-20,13.6553
2016-05-21,14.007
2016-05-22,14.2251
2016-05-23,13.3381
2016-05-24,12.7535
2016-05-25,12.523
2016-05-26,12.527
2016-05-27,11.2072
2016-05-28,11.8741
2016-05-29,12.382
2016-05-30,12.6809
2016-05-31,14.0467
2016-06-01,13.9132
2016-06-02,13.8279
2016-06-03,13.8906
2016-06-04,13.724
2016-06-05,13.9327
2016-06-06,13.9915
2016-06-07,14.5364
2016-06-08,14.5037
2016-06-09,14.4792
2016-06-10,13.9495
2016-06-11,14.2296
2016-06-12,15.7742
2016-06-13,17.673
2016-06-14,18.7375
2016-06-15,18.4093
2016-06-16,20.7289
2016-06-17,15.4545
2016-06-18,11.2596
2016-06-19,12.3185
2016-06-20,11.6931
2016-06-21,13.0507
2016-06-22,13.2262
2016-06-23,13.7982
2016-06-24,14.3846
2016-06-25,14.349
2016-06-26,13.8508
2016-06-27,14.0692
2016-06-28,12.188
2016-06-29,12.7123
2016-06-30,12.4568
2016-07-01,12.2765
2016-07-02,12.1115
2016-07-03,11.8082
2016-07-04,11.4186
2016-07-05,10.5197
2016-07-06,10.559
2016-07-07,10.1133
2016-07-08,11.3497
2016-07-09,10.953
2016-07-10,10.9615
2016-07-11,10.5665
2016-07-12,10.5533
2016-07-13,10.4473
2016-07-14,11.5364
2016-07-15,11.9935
2016-07-16,11.7187
2016-07-17,11.2567
2016-07-18,11.0827
2016-07-19,11.6756
2016-07-20,12.5035
2016-07-21,12.7456
2016-07-22,14.8249
2016-07-23,14.4445
2016-07-24,12.7206
2016-07-25,13.8403
2016-07-26,11.9633
2016-07-27,13.0616
2016-07-28,12.8882
2016-07-29,12.878
2016-07-30,12.5188
2016-07-31,11.9461
2016-08-01,11.007
2016-08-02,8.35611
2016-08-03,10.542
2016-08-04,11.2605
2016-08-05,11.1666
2016-08-06,10.9901
2016-08-07,11.0233
2016-08-08,11.3099
2016-08-09,12.3071
2016-08-10,12.0946
2016-08-11,11.7054
2016-08-12,11.798
2016-08-13,11.5771
2016-08-14,11.2606
2016-08-15,11.1595
2016-08-16,11.1599
2016-08-17,10.8013
2016-08-18,10.757
2016-08-19,10.7463
2016-08-20,11.2955
2016-08-21,11.1616
2016-08-22,11.0871
2016-08-23,10.9988
2016-08-24,11.0161
2016-08-25,11.3389
2016-08-26,11.2795
2016-08-27,11.1838
2016-08-28,11.0071
2016-08-29,10.9581
2016-08-30,11.251
2016-08-31,11.6065
2016-09-01,12.1158
2016-09-02,12.1419
2016-09-03,11.8945
2016-09-04,11.7517
2016-09-05,11.7741
2016-09-06,11.7259
2016-09-07,11.5864
2016-09-08,11.41
2016-09-09,11.6603
2016-09-10,12.1513
2016-09-11,11.6626
2016-09-12,11.9029
2016-09-13,11.9359
2016-09-14,11.9219
2016-09-15,11.977
2016-09-16,12.6066
2016-09-17,12.8098
2016-09-18,12.4434
2016-09-19,13.0278
2016-09-20,14.7165
2016-09-21,13.7704
2016-09-22,13.1967
2016-09-23,13.3695
2016-09-24,12.9614
2016-09-25,13.0855
2016-09-26,12.8621
2016-09-27,13.0981
2016-09-28,13.3183
2016-09-29,13.1335
2016-09-30,13.2597
2016-10-01,13.2374
2016-10-02,13.284
2016-10-03,13.5005
2016-10-04,13.326
2016-10-05,13.0835
2016-10-06,12.873
2016-10-07,12.6904
2016-10-08,12.2435
2016-10-09,12.0858
2016-10-10,11.7732
2016-10-11,11.7648
2016-10-12,11.8266
2016-10-13,11.9586
2016-10-14,11.905
2016-10-15,11.9571
2016-10-16,11.9618
2016-10-17,11.9689
2016-10-18,12.5501
2016-10-19,11.9925
2016-10-20,12.0625
2016-10-21,12.0819
2016-10-22,12.0439
2016-10-23,11.957
2016-10-24,11.9264
2016-10-25,11.3266
2016-10-26,11.494
2016-10-27,11.4759
2016-10-28,11.1284
2016-10-29,10.4133
2016-10-30,11.2365
2016-10-31,10.977
2016-11-01,10.8072
2016-11-02,10.8341
2016-11-03,10.8689
2016-11-04,11.1542
2016-11-05,11.1425
2016-11-06,10.9939
2016-11-07,10.9157
2016-11-08,10.8588
2016-11-09,10.6575
2016-11-10,10.5204
2016-11-11,10.2901
2016-11-12,9.88841
2016-11-13,10.1177
2016-11-14,10.0172
2016-11-15,10.2417
2016-11-16,10.0226
2016-11-17,9.93873
2016-11-18,9.51819
2016-11-19,9.70049
2016-11-20,9.58891
2016-11-21,9.53756
2016-11-22,9.85381
2016-11-23,9.79015
2016-11-24,9.22138
2016-11-25,9.41386
2016-11-26,9.31206
2016-11-27,8.91464
2016-11-28,8.68169
2016-11-29,8.16834
2016-11-30,8.60722
2016-12-01,8.45639
2016-12-02,7.67124
2016-12-03,7.89398
2016-12-04,7.47449
2016-12-05,6.73352
2016-12-06,7.777
2016-12-07,8.35539
2016-12-08,8.26427
2016-12-09,8.49243
2016-12-10,8.12186
2016-12-11,8.2297
2016-12-12,8.52116
2016-12-13,8.41006
2016-12-14,8.23989
2016-12-15,7.81255
2016-12-16,7.85751
2016-12-17,7.7968
2016-12-18,7.90739
2016-12-19,7.60991
2016-12-20,7.62559
2016-12-21,7.88993
2016-12-22,7.58389
2016-12-23,7.16698
2016-12-24,7.24266
2016-12-25,7.20135
2016-12-26,7.24033
2016-12-27,7.15374
2016-12-28,7.62362
2016-12-29,8.30259
2016-12-30,8.21894
2016-12-31,8.12633
2017-01-01,8.17785
2017-01-02,8.37846
2017-01-03,9.69747
2017-01-04,11.0686
2017-01-05,10.2248
2017-01-06,10.1258
2017-01-07,9.92474
2017-01-08,10.4386
2017-01-09,10.3648
2017-01-10,10.6284
2017-01-11,9.97243
2017-01-12,9.77226
2017-01-13,9.81303
2017-01-14,9.77887
2017-01-15,9.87138
2017-01-16,9.61364
2017-01-17,10.2436
2017-01-18,10.2418
2017-01-19,10.4346
2017-01-20,10.6508
2017-01-21,10.9622
2017-01-22,10.7041
2017-01-23,10.7988
2017-01-24,10.546
2017-01-25,10.5133
2017-01-26,10.6259
2017-01-27,10.5341
2017-01-28,10.5639
2017-01-29,10.495
2017-01-30,10.5793
2017-01-31,10.7061
2017-02-01,10.7228
2017-02-02,10.828
2017-02-03,10.9571
2017-02-04,11.396
2017-02-05,11.2444
2017-02-06,11.3367
2017-02-07,11.4869
2017-02-08,11.4008
2017-02-09,10.9899
2017-02-10,11.3734
2017-02-11,11.4835
2017-02-12,11.4637
2017-02-13,11.3889
2017-02-14,13.0941
2017-02-15,13.0143
2017-02-16,12.8855
2017-02-17,12.7742
2017-02-18,12.8983
2017-02-19,12.8614
2017-02-20,12.7023
2017-02-21,12.8127
2017-02-22,12.7349
2017-02-23,13.2532
2017-02-24,13.1776
2017-02-25,13.6454
2017-02-26,14.659
2017-02-27,15.6568
2017-02-28,15.6534
2017-03-01,17.2657
2017-03-02,19.2046
2017-03-03,19.6547
2017-03-04,18.6842
2017-03-05,19.3011
2017-03-06,19.731
2017-03-07,18.8391
2017-03-08,16.6778
2017-03-09,17.7981
2017-03-10,19.1809
2017-03-11,21.4462
2017-03-12,23.2196
2017-03-13,28.5448
2017-03-14,28.5762
2017-03-15,34.6732
2017-03-16,44.7766
2017-03-17,44.1278
2017-03-18,32.2417
2017-03-19,43.3433
2017-03-20,41.827
2017-03-21,42.3989
2017-03-22,41.1991
2017-03-23,43.141
2017-03-24,52.9881
2017-03-25,50.1573
2017-03-26,50.3806
2017-03-27,48.8408
2017-03-28,50.2166
2017-03-29,52.9549
2017-03-30,51.838
2017-03-31,50.0319
2017-04-01,50.6856
2017-04-02,48.7943
2017-04-03,44.1242
2017-04-04,44.2335
2017-04-05,45.346
2017-04-06,43.2308
2017-04-07,42.4314
2017-04-08,44.6247
2017-04-09,43.9211
2017-04-10,43.9867
2017-04-11,43.9088
2017-04-12,46.3568
2017-04-13,49.9133
2017-04-14,47.1098
2017-04-15,49.1235
2017-04-16,48.1771
2017-04-17,47.8491
2017-04-18,49.8912
2017-04-19,48.0669
2017-04-20,49.3441
2017-04-21,48.5442
2017-04-22,48.6127
2017-04-23,48.8708
2017-04-24,50.1053
2017-04-25,50.2949
2017-04-26,53.5068
2017-04-27,63.384
2017-04-28,73.2897
2017-04-29,70.4783
2017-04-30,80.504
2017-05-01,78.3657
2017-05-02,77.6578
2017-05-03,81.1551
2017-05-04,95.4462
2017-05-05,91.2619
2017-05-06,95.5202
2017-05-07,76.6355
2017-05-08,89.3967
2017-05-09,86.2168
2017-05-10,88.0494
2017-05-11,88.2398
2017-05-12,85.4851
2017-05-13,88.2833
2017-05-14,89.48
2017-05-15,90.8514
2017-05-16,88.2583
2017-05-17,86.8321
2017-05-18,95.8354
2017-05-19,124.608
2017-05-20,124.621
2017-05-21,147.732
2017-05-22,153.635
2017-05-23,169.076
2017-05-24,191.875
2017-05-25,180.691
2017-05-26,164.603
2017-05-27,155.726
2017-05-28,173.217
2017-05-29,193.881
2017-05-30,228.074
2017-05-31,229.103
2017-06-01,220.986
2017-06-02,221.467
2017-06-03,224.307
2017-06-04,245.469
2017-06-05,248.056
2017-06-06,264.404
2017-06-07,256.982
2017-06-08,258.373
2017-06-09,278.429
2017-06-10,344.952
2017-06-11,344.027
2017-06-12,389.194
2017-06-13,387.252
2017-06-14,341.447
2017-06-15,342.119
2017-06-16,352.63
2017-06-17,368.037
2017-06-18,350.534
2017-06-19,357.681
2017-06-20,349.289
2017-06-21,320.278
2017-06-22,320.146
2017-06-23,325.992
2017-06-24,304.769
2017-06-25,276.242
2017-06-26,255.033
2017-06-27,281.082
2017-06-28,317.776
2017-06-29,293.999
2017-06-30,276.847
2017-07-01,261.219
2017-07-02,286.533
2017-07-03,276.382
2017-07-04,269.405
2017-07-05,266.262
2017-07-06,266.656
2017-07-07,240.161
2017-07-08,244.196
2017-07-09,237.961
2017-07-10,203.668
2017-07-11,192.892
2017-07-12,220.375
2017-07-13,205.862
2017-07-14,197.247
2017-07-15,170.575
2017-07-16,155.121
2017-07-17,189.222
2017-07-18,228.788
2017-07-19,191.652
2017-07-20,224.107
2017-07-21,216.214
2017-07-22,231.984
2017-07-23,228.564
2017-07-24,225.714
2017-07-25,204.267
2017-07-26,202.457
2017-07-27,202.89
2017-07-28,191.488
2017-07-29,205.995
2017-07-30,196.772
2017-07-31,200.761
2017-08-01,225.736
2017-08-02,217.585
2017-08-03,224.029
2017-08-04,221.471
2017-08-05,248.94
2017-08-06,266.031
2017-08-07,269.646
2017-08-08,294.522
2017-08-09,296.829
2017-08-10,301.437
2017-08-11,309.865
2017-08-12,309.254
2017-08-13,297.043
2017-08-14,299.9
2017-08-15,286.238
2017-08-16,300.581
2017-08-17,301.526
2017-08-18,292.571
2017-08-19,294.006
2017-08-20,297.947
2017-08-21,320.268
2017-08-22,314.667
2017-08-23,317.911
2017-08-24,324.405
2017-08-25,330.23
2017-08-26,332.433
2017-08-27,345.159
2017-08-28,347.312
2017-08-29,373.27
2017-08-30,385.096
2017-08-31,388.629
2017-09-01,391.601
2017-09-02,349.101
2017-09-03,352.874
2017-09-04,313.26
2017-09-05,321.674
2017-09-06,338.425
2017-09-07,336.414
2017-09-08,310.015
2017-09-09,305.233
2017-09-10,301.329
2017-09-11,298.01
2017-09-12,293.928
2017-09-13,276.957
2017-09-14,225.337
2017-09-15,258.9
2017-09-16,255.184
2017-09-17,259.595
2017-09-18,296.59
2017-09-19,284.686
2017-09-20,284.784
2017-09-21,258.717
2017-09-22,263.593
2017-09-23,285.099
2017-09-24,284.711
2017-09-25,294.606
2017-09-26,288.873
2017-09-27,310.387
2017-09-28,302.474
2017-09-29,291.484
2017-09-30,301.654
2017-10-01,302.921
2017-10-02,296.383
2017-10-03,291.627
2017-10-04,292.153
2017-10-05,295.104
2017-10-06,307.366
2017-10-07,311.54
2017-10-08,308.811
2017-10-09,296.17
2017-10-10,297.806
2017-10-11,302.037
2017-10-12,302.722
2017-10-13,336.119
2017-10-14,339.24
2017-10-15,335.293
2017-10-16,334.387
2017-10-17,315.674
2017-10-18,313.293
2017-10-19,308.361
2017-10-20,304.105
2017-10-21,299.964
2017-10-22,294.862
2017-10-23,285.272
2017-10-24,297.201
2017-10-25,297.964
2017-10-26,296.137
2017-10-27,297.076
2017-10-28,295.061
2017-10-29,304.337
2017-10-30,306.157
2017-10-31,304.759
2017-11-01,290.52
2017-11-02,284.507
2017-11-03,305.859
2017-11-04,300.037
2017-11-05,296.309
2017-11-06,297.987
2017-11-07,292.059
2017-11-08,309.827
2017-11-09,319.446
2017-11-10,299.664
2017-11-11,316.148
2017-11-12,307.177
2017-11-13,315.537
2017-11-14,334.214
2017-11-15,330.784
2017-11-16,329.662
2017-11-17,332.277
2017-11-18,347.43
2017-11-19,355.932
2017-11-20,369.56
2017-11-21,361.197
2017-11-22,380.819
2017-11-23,414.98
2017-11-24,473.451
2017-11-25,466.803
2017-11-26,472.278
2017-11-27,477.648
2017-11-28,467.924
2017-11-29,429.047
2017-11-30,438.559
2017-12-01,461.586
2017-12-02,459.857
2017-12-03,464.386
2017-12-04,466.9
2017-12-05,458.077
2017-12-06,434.234
2017-12-07,431.75
2017-12-08,462.934
2017-12-09,483.06
2017-12-10,444.878
2017-12-11,506.338
2017-12-12,683.906
2017-12-13,701.598
2017-12-14,698.089
2017-12-15,689.464
2017-12-16,697.828
2017-12-17,729.331
2017-12-18,787.729
2017-12-19,823.847
2017-12-20,797.287
2017-12-21,793.749
2017-12-22,682.335
2017-12-23,725.151
2017-12-24,688.891
2017-12-25,737.895
2017-12-26,750.003
2017-12-27,740.722
2017-12-28,716.353
2017-12-29,747.1
2017-12-30,713.783
2017-12-31,742.255
2018-01-01,756.072
2018-01-02,863.918
2018-01-03,943.648
2018-01-04,952.355
2018-01-05,958.553
2018-01-06,1006.16
2018-01-07,1102.89
2018-01-08,1134.7
2018-01-09,1288.41
2018-01-10,1231.77
2018-01-11,1128.56
2018-01-12,1257.23
2018-01-13,1380.14
2018-01-14,1361.92
2018-01-15,1281.72
2018-01-16,1061.19
2018-01-17,1012.62
2018-01-18,1018.77
2018-01-19,1029.93
2018-01-20,1151.95
2018-01-21,1039.42
2018-01-22,992.037
2018-01-23,985.213
2018-01-24,1047.12
2018-01-25,1043.62
2018-01-26,1040.47
2018-01-27,1092.77
2018-01-28,1214.83
2018-01-29,1162.01
2018-01-30,1051.93
2018-01-31,1096.25
2018-02-01,1019.17
2018-02-02,912.821
2018-02-03,960.894
2018-02-04,836.672
2018-02-05,692.763
2018-02-06,789.043
2018-02-07,754.537
2018-02-08,808.451
2018-02-09,873.567
2018-02-10,850.715
2018-02-11,814.783
2018-02-12,867.572
2018-02-13,840.091
2018-02-14,920.464
2018-02-15,929.869
2018-02-16,939.339
2018-02-17,975.232
2018-02-18,915.311
2018-02-19,937.84
2018-02-20,885.553
2018-02-21,840.667
2018-02-22,807.077
2018-02-23,855.767
2018-02-24,834.003
2018-02-25,842.312
2018-02-26,865.863
2018-02-27,875.053
2018-02-28,851.324
2018-03-01,869.302
2018-03-02,855.353
2018-03-03,854.388
2018-03-04,861.131
2018-03-05,851.609
2018-03-06,812.346
2018-03-07,751.754
2018-03-08,699.337
2018-03-09,725.311
2018-03-10,684.881
2018-03-11,718.055
2018-03-12,696.739
2018-03-13,689.902
2018-03-14,612.333
2018-03-15,611.166
2018-03-16,604.484
2018-03-17,550.865
2018-03-18,538.261
2018-03-19,550.138
2018-03-20,555.637
2018-03-21,557.398
2018-03-22,539.114
2018-03-23,537.593
2018-03-24,525.082
2018-03-25,522.223
2018-03-26,489.818
2018-03-27,450.55
2018-03-28,445.458
2018-03-29,385.356
2018-03-30,392.467
2018-03-31,394.512
2018-04-01,378.066
2018-04-02,383.398
2018-04-03,415.215
2018-04-04,378.53
2018-04-05,382.701
2018-04-06,369.937
2018-04-07,384.507
2018-04-08,399.416
2018-04-09,396.165
2018-04-10,413.453
2018-04-11,429.797
2018-04-12,493.565
2018-04-13,496.318
2018-04-14,503.221
2018-04-15,531.264
2018-04-16,510.984
2018-04-17,502.127
2018-04-18,524.995
2018-04-19,566.583
2018-04-20,616.317
2018-04-21,605.396
2018-04-22,621.139
2018-04-23,642.582
2018-04-24,705.007
2018-04-25,614.546
2018-04-26,661.797
2018-04-27,648.91
2018-04-28,682.536
2018-04-29,688.306
2018-04-30,667.063
2018-05-01,671.532
2018-05-02,686.612
2018-05-03,778.378
2018-05-04,783.391
2018-05-05,811.356
2018-05-06,784.875
2018-05-07,747.835
2018-05-08,751.671
2018-05-09,748.335
2018-05-10,725.943
2018-05-11,679.532
2018-05-12,685.778
2018-05-13,731.427
2018-05-14,726.422
2018-05-15,706.471
2018-05-16,705.391
2018-05-17,668.045
2018-05-18,693.652
2018-05-19,693.81
2018-05-20,713.592
2018-05-21,697.846
2018-05-22,643.668
2018-05-23,578.23
2018-05-24,600.611
2018-05-25,578.594
2018-05-26,584.287
2018-05-27,570.389
2018-05-28,513.597
2018-05-29,563.903
2018-05-30,556.762
2018-05-31,575.47
2018-06-01,578.828
2018-06-02,591.812
2018-06-03,618.233
2018-06-04,589.883
2018-06-05,607.18
2018-06-06,605.429
2018-06-07,602.159
2018-06-08,600.128
2018-06-09,595.954
2018-06-10,521.277
2018-06-11,529.372
2018-06-12,489.836
2018-06-13,474.451
2018-06-14,517.722
2018-06-15,486.499
2018-06-16,497.322
2018-06-17,495.831
2018-06-18,516.851
2018-06-19,537.075
2018-06-20,535.269
2018-06-21,525.611
2018-06-22,462.967
2018-06-23,475.245
2018-06-24,454.389
2018-06-25,459.194
2018-06-26,432.493
2018-06-27,441.675
2018-06-28,419.791
2018-06-29,436.736
2018-06-30,451.723
2018-07-01,451.798
2018-07-02,475.989
2018-07-03,461.752
2018-07-04,465.729
2018-07-05,467.059
2018-07-06,468.513
2018-07-07,480.533
2018-07-08,486.132
2018-07-09,471.722
2018-07-10,433.128
2018-07-11,446.347
2018-07-12,423.882
2018-07-13,431.354
2018-07-14,433.919
2018-07-15,448.728
2018-07-16,477.365
2018-07-17,499.439
2018-07-18,479.002
2018-07-19,468.405
2018-07-20,447.558
2018-07-21,461.987
2018-07-22,457.135
2018-07-23,448.956
2018-07-24,478.037
2018-07-25,472.697
2018-07-26,463.433
2018-07-27,469.312
2018-07-28,467.322
2018-07-29,466.919
2018-07-30,455.896
2018-07-31,431.799
2018-08-01,419.02
2018-08-02,410.974
2018-08-03,417.253
2018-08-04,406.419
2018-08-05,408.95
2018-08-06,405.378
2018-08-07,378.56
2018-08-08,354.369
2018-08-09,365.001
2018-08-10,330.642
2018-08-11,322.902
2018-08-12,317.955
2018-08-13,284.392
2018-08-14,276.242
2018-08-15,281.15
2018-08-16,285.766
2018-08-17,314.951
2018-08-18,295.434
2018-08-19,300.065
2018-08-20,271.617
2018-08-21,280.941
2018-08-22,270.081
2018-08-23,275.208
2018-08-24,281.685
2018-08-25,278.424
2018-08-26,273.29
2018-08-27,284.204
2018-08-28,296.626
2018-08-29,288.6
2018-08-30,283.884
2018-08-31,282.216
2018-09-01,294.94
2018-09-02,293.788
2018-09-03,288.642
2018-09-04,285.306
2018-09-05,234.202
2018-09-06,229.095
2018-09-07,215.28
2018-09-08,196.649
2018-09-09,195.589
2018-09-10,196.122
2018-09-11,184.304
2018-09-12,182.669
2018-09-13,212.602
2018-09-14,211.698
2018-09-15,222.813
2018-09-16,220.022
2018-09-17,196.812
2018-09-18,209.52
2018-09-19,209.085
2018-09-20,223.652
2018-09-21,246.733
2018-09-22,240.176
2018-09-23,244.651
2018-09-24,227.8
2018-09-25,217.623
2018-09-26,215.031
2018-09-27,228.437
2018-09-28,221.042
2018-09-29,231.326
2018-09-30,232.216
2018-10-01,229.918
2018-10-02,225.341
2018-10-03,218.986
2018-10-04,220.935
2018-10-05,226.533
2018-10-06,223.67
2018-10-07,224.381
2018-10-08,227.629
2018-10-09,226.366
2018-10-10,223.637
2018-10-11,190.503
2018-10-12,194.234
2018-10-13,196.641
2018-10-14,192.083
2018-10-15,204.846
2018-10-16,205.679
2018-10-17,203.589
2018-10-18,199.104
2018-10-19,200.185
2018-10-20,202.621
2018-10-21,202.198
2018-10-22,200.987
2018-10-23,201.106
2018-10-24,200.549
2018-10-25,199.863
2018-10-26,200.623
2018-10-27,201.418
2018-10-28,202.451
2018-10-29,194.321
2018-10-30,195.659
2018-10-31,196.898
2018-11-01,197.819
2018-11-02,199.85
2018-11-03,198.355
2018-11-04,209.99
2018-11-05,208.076
2018-11-06,218.09
2018-11-07,216.783
2018-11-08,210.643
2018-11-09,208.103
2018-11-10,210.565
2018-11-11,209.064
2018-11-12,208.289
2018-11-13,203.62
2018-11-14,176.674
2018-11-15,177.586
2018-11-16,172.027
2018-11-17,172.326
2018-11-18,174.888
2018-11-19,146.837
2018-11-20,126.7
2018-11-21,134.895
2018-11-22,124.983
2018-11-23,121.465
2018-11-24,111.208
2018-11-25,114.328
2018-11-26,105.976
2018-11-27,108.939
2018-11-28,120.843
2018-11-29,116.45
2018-11-30,111.631
2018-12-01,116.974
2018-12-02,114.874
2018-12-03,107.436
2018-12-04,108.393
2018-12-05,101.133
2018-12-06,90.8128
2018-12-07,92.1289
2018-12-08,90.5991
